Label,Name,Nillable,Picklistvalues,Referenceto,Relationshipname,Type,Unique,Updateable
Primary Language,FinServ__PrimaryLanguage__pc,TRUE,"[ ""Abkhaz"" , ""Adyghe"" , ""Afrikaans"" , ""Akan"" , ""Albanian"" , ""American Sign Language"" , ""Amharic"" , ""Arabic"" , ""Aragonese"" , ""Aramaic"" , ""Armenian"" , ""Aymara"" , ""Balinese"" , ""Basque"" , ""Betawi"" , ""Bosnian"" , ""Breton"" , ""Bulgarian"" , ""Cantonese"" , ""Catalan"" , ""Cherokee"" , ""Chickasaw"" , ""Chinese"" , ""Coptic"" , ""Cornish"" , ""Corsican"" , ""Crimean Tatar"" , ""Croatian"" , ""Czech"" , ""Danish"" , ""Dutch"" , ""Dawro"" , ""Esperanto"" , ""Estonian"" , ""Ewe"" , ""Fiji Hindi"" , ""Filipino"" , ""Finnish"" , ""French"" , ""Galician"" , ""Georgian"" , ""German"" , ""Greek, Modern"" , ""Ancient Greek"" , ""Greenlandic"" , ""Haitian Creole"" , ""Hawaiian"" , ""Hebrew"" , ""Hindi"" , ""Hungarian"" , ""Icelandic"" , ""Indonesian"" , ""Inuktitut"" , ""Interlingua"" , ""Irish"" , ""Italian"" , ""Japanese"" , ""Javanese"" , ""Kabardian"" , ""Kalasha"" , ""Kannada"" , ""Kashubian"" , ""Khmer"" , ""Kinyarwanda"" , ""Korean"" , ""Kurdish/Kurdî"" , ""Ladin"" , ""Latgalian"" , ""Latin"" , ""Lingala"" , ""Livonian"" , ""Lojban"" , ""Lower Sorbian"" , ""Low German"" , ""Macedonian"" , ""Malay"" , ""Malayalam"" , ""Mandarin"" , ""Manx"" , ""Maori"" , ""Mauritian Creole"" , ""Middle Low German"" , ""Min Nan"" , ""Mongolian"" , ""Norwegian"" , ""English"" , ""Oriya"" , ""Pangasinan"" , ""Papiamentu"" , ""Pashto"" , ""Persian"" , ""Pitjantjatjara"" , ""Polish"" , ""Portuguese"" , ""Proto-Slavic"" , ""Quenya"" , ""Rapa Nui"" , ""Romanian"" , ""Russian"" , ""Sanskrit"" , ""Scots"" , ""Scottish Gaelic"" , ""Serbian"" , ""Serbo-Croatian"" , ""Slovak"" , ""Slovene"" , ""Spanish"" , ""Sinhalese"" , ""Swahili"" , ""Swedish"" , ""Tagalog"" , ""Tajik"" , ""Tamil"" , ""Tarantino"" , ""Telugu"" , ""Thai"" , ""Tok Pisin"" , ""Turkish"" , ""Twi"" , ""Ukrainian"" , ""Upper Sorbian"" , ""Urdu"" , ""Uzbek"" , ""Venetian"" , ""Vietnamese"" , ""Vilamovian"" , ""Volapük"" , ""Võro"" , ""Welsh"" , ""Xhosa"" , ""Yiddish"" , ""Zazaki"" ]",--,null,picklist,FALSE,TRUE
Secondary Language,FinServ__SecondaryLanguage__pc,TRUE,"[ ""Abkhaz"" , ""Adyghe"" , ""Afrikaans"" , ""Akan"" , ""Albanian"" , ""American Sign Language"" , ""Amharic"" , ""Arabic"" , ""Aragonese"" , ""Aramaic"" , ""Armenian"" , ""Aymara"" , ""Balinese"" , ""Basque"" , ""Betawi"" , ""Bosnian"" , ""Breton"" , ""Bulgarian"" , ""Cantonese"" , ""Catalan"" , ""Cherokee"" , ""Chickasaw"" , ""Chinese"" , ""Coptic"" , ""Cornish"" , ""Corsican"" , ""Crimean Tatar"" , ""Croatian"" , ""Czech"" , ""Danish"" , ""Dutch"" , ""Dawro"" , ""Esperanto"" , ""Estonian"" , ""Ewe"" , ""Fiji Hindi"" , ""Filipino"" , ""Finnish"" , ""French"" , ""Galician"" , ""Georgian"" , ""German"" , ""Greek, Modern"" , ""Ancient Greek"" , ""Greenlandic"" , ""Haitian Creole"" , ""Hawaiian"" , ""Hebrew"" , ""Hindi"" , ""Hungarian"" , ""Icelandic"" , ""Indonesian"" , ""Inuktitut"" , ""Interlingua"" , ""Irish"" , ""Italian"" , ""Japanese"" , ""Javanese"" , ""Kabardian"" , ""Kalasha"" , ""Kannada"" , ""Kashubian"" , ""Khmer"" , ""Kinyarwanda"" , ""Korean"" , ""Kurdish/Kurdî"" , ""Ladin"" , ""Latgalian"" , ""Latin"" , ""Lingala"" , ""Livonian"" , ""Lojban"" , ""Lower Sorbian"" , ""Low German"" , ""Macedonian"" , ""Malay"" , ""Malayalam"" , ""Mandarin"" , ""Manx"" , ""Maori"" , ""Mauritian Creole"" , ""Middle Low German"" , ""Min Nan"" , ""Mongolian"" , ""Norwegian"" , ""English"" , ""Oriya"" , ""Pangasinan"" , ""Papiamentu"" , ""Pashto"" , ""Persian"" , ""Pitjantjatjara"" , ""Polish"" , ""Portuguese"" , ""Proto-Slavic"" , ""Quenya"" , ""Rapa Nui"" , ""Romanian"" , ""Russian"" , ""Sanskrit"" , ""Scots"" , ""Scottish Gaelic"" , ""Serbian"" , ""Serbo-Croatian"" , ""Slovak"" , ""Slovene"" , ""Spanish"" , ""Sinhalese"" , ""Swahili"" , ""Swedish"" , ""Tagalog"" , ""Tajik"" , ""Tamil"" , ""Tarantino"" , ""Telugu"" , ""Thai"" , ""Tok Pisin"" , ""Turkish"" , ""Twi"" , ""Ukrainian"" , ""Upper Sorbian"" , ""Urdu"" , ""Uzbek"" , ""Venetian"" , ""Vietnamese"" , ""Vilamovian"" , ""Volapük"" , ""Võro"" , ""Welsh"" , ""Xhosa"" , ""Yiddish"" , ""Zazaki"" ]",--,null,picklist,FALSE,TRUE
Affiliations,FinServ__Affiliations__pc,TRUE,--,--,null,textarea,FALSE,TRUE
Communication Preferences,FinServ__CommunicationPreferences__pc,TRUE,"[ ""Fraud:Phone"" , ""Fraud:Email"" , ""Fraud:SMS"" , ""Promotions:Phone"" , ""Promotions:Email"" , ""Promotions:SMS"" , ""Balance Activities:Phone"" , ""Balance Activities:Email"" , ""Balance Activities:SMS"" ]",--,null,multipicklist,FALSE,TRUE
Contact Preference,FinServ__ContactPreference__pc,TRUE,"[ ""Email"" , ""Phone"" , ""Mobile"" ]",--,null,picklist,FALSE,TRUE
Customer Timezone,FinServ__CustomerTimezone__pc,TRUE,"[ ""Pacific/Kiritimati"" , ""Pacific/Enderbury"" , ""Pacific/Tongatapu"" , ""Pacific/Chatham"" , ""Asia/Kamchatka"" , ""Pacific/Auckland"" , ""Pacific/Fiji"" , ""Pacific/Norfolk"" , ""Pacific/Guadalcanal"" , ""Australia/Lord_Howe"" , ""Australia/Brisbane"" , ""Australia/Sydney"" , ""Australia/Adelaide"" , ""Australia/Darwin"" , ""Asia/Seoul"" , ""Asia/Tokyo"" , ""Asia/Hong_Kong"" , ""Asia/Kuala_Lumpur"" , ""Asia/Manila"" , ""Asia/Shanghai"" , ""Asia/Singapore"" , ""Asia/Taipei"" , ""Australia/Perth"" , ""Asia/Bangkok"" , ""Asia/Jakarta"" , ""Asia/Saigon"" , ""Asia/Rangoon"" , ""Asia/Dacca"" , ""Asia/Katmandu"" , ""Asia/Calcutta"" , ""Asia/Colombo"" , ""Asia/Karachi"" , ""Asia/Tashkent"" , ""Asia/Yekaterinburg"" , ""Asia/Kabul"" , ""Asia/Dubai"" , ""Asia/Tbilisi"" , ""Asia/Tehran"" , ""Africa/Nairobi"" , ""Asia/Baghdad"" , ""Asia/Kuwait"" , ""Asia/Riyadh"" , ""Europe/Moscow"" , ""Africa/Cairo"" , ""Africa/Johannesburg"" , ""Asia/Jerusalem"" , ""Europe/Athens"" , ""Europe/Bucharest"" , ""Europe/Helsinki"" , ""Europe/Istanbul"" , ""Europe/Minsk"" , ""Europe/Amsterdam"" , ""Europe/Berlin"" , ""Europe/Brussels"" , ""Europe/Paris"" , ""Europe/Prague"" , ""Europe/Rome"" , ""Europe/Dublin"" , ""Europe/Lisbon"" , ""Europe/London"" , ""GMT"" , ""Atlantic/Cape_Verde"" , ""Atlantic/South_Georgia"" , ""America/Buenos_Aires"" , ""America/Sao_Paulo"" , ""America/St_Johns"" , ""America/Halifax"" , ""America/Puerto_Rico"" , ""America/Santiago"" , ""Atlantic/Bermuda"" , ""America/Caracas"" , ""America/Bogota"" , ""America/Indianapolis"" , ""America/Lima"" , ""America/New_York"" , ""America/Panama"" , ""America/Chicago"" , ""America/El_Salvador"" , ""America/Mexico_City"" , ""America/Denver"" , ""America/Phoenix"" , ""America/Los_Angeles"" , ""America/Tijuana"" , ""America/Anchorage"" , ""Pacific/Honolulu"" , ""Pacific/Niue"" , ""Pacific/Pago_Pago"" ]",--,null,picklist,FALSE,TRUE
Email Verified,FinServ__EmailVerified__pc,FALSE,--,--,null,boolean,FALSE,TRUE
Fax Verified,FinServ__FaxVerified__pc,FALSE,--,--,null,boolean,FALSE,TRUE
Home Ownership,FinServ__HomeOwnership__pc,TRUE,"[ ""Rent"" , ""Own"" , ""Other"" ]",--,null,picklist,FALSE,TRUE
Home Phone Verified,FinServ__HomePhoneVerified__pc,FALSE,--,--,null,boolean,FALSE,TRUE
SSN/Tax ID (Last Four Digits),FinServ__LastFourDigitSSN__pc,TRUE,--,--,null,string,FALSE,TRUE
Marketing Opt-Out,FinServ__MarketingOptOut__pc,FALSE,--,--,null,boolean,FALSE,TRUE
Mobile Verified,FinServ__MobileVerified__pc,FALSE,--,--,null,boolean,FALSE,TRUE
Most Used Channel,FinServ__MostUsedChannel__pc,TRUE,"[ ""Mobile"" , ""Web"" , ""Branch"" , ""Call Center"" , ""Other"" ]",--,null,picklist,FALSE,TRUE
Mother's Maiden Name,FinServ__MotherMaidenName__pc,TRUE,--,--,null,string,FALSE,TRUE
Next Life Event,FinServ__NextLifeEvent__pc,TRUE,"[ ""Higher Education"" , ""Enter Workforce"" , ""Returning to Workforce"" , ""First Home Purchase"" , ""Children"" , ""Renovations"" , ""Moving"" , ""Critical Family Event"" , ""Promotion"" , ""Retirement"" ]",--,null,picklist,FALSE,TRUE
Number Of Children,FinServ__NumberOfChildren__pc,TRUE,--,--,null,double,FALSE,TRUE
Primary Citizenship,FinServ__PrimaryCitizenship__pc,TRUE,"[ ""Afghanistan"" , ""Aland Islands"" , ""Albania"" , ""Algeria"" , ""Andorra"" , ""Angola"" , ""Anguilla"" , ""Antarctica"" , ""Antigua and Barbuda"" , ""Argentina"" , ""Armenia"" , ""Aruba"" , ""Australia"" , ""Austria"" , ""Azerbaijan"" , ""Bahamas"" , ""Bahrain"" , ""Bangladesh"" , ""Barbados"" , ""Belarus"" , ""Belgium"" , ""Belize"" , ""Benin"" , ""Bermuda"" , ""Bhutan"" , ""Bolivia, Plurinational State of"" , ""Bonaire, Sint Eustatius and Saba"" , ""Bosnia and Herzegovina"" , ""Botswana"" , ""Bouvet Island"" , ""Brazil"" , ""British Indian Ocean Territory"" , ""Brunei Darussalam"" , ""Bulgaria"" , ""Burkina Faso"" , ""Burundi"" , ""Cambodia"" , ""Cameroon"" , ""Canada"" , ""Cape Verde"" , ""Cayman Islands"" , ""Central African Republic"" , ""Chad"" , ""Chile"" , ""China"" , ""Christmas Island"" , ""Cocos (Keeling) Islands"" , ""Colombia"" , ""Comoros"" , ""Congo"" , ""Congo, the Democratic Republic of the"" , ""Cook Islands"" , ""Costa Rica"" , ""Cote d’Ivoire"" , ""Croatia"" , ""Cuba"" , ""Curaçao"" , ""Cyprus"" , ""Czech Republic"" , ""Denmark"" , ""Djibouti"" , ""Dominica"" , ""Dominican Republic"" , ""Ecuador"" , ""Egypt"" , ""El Salvador"" , ""Equatorial Guinea"" , ""Eritrea"" , ""Estonia"" , ""Ethiopia"" , ""Falkland Islands (Malvinas)"" , ""Faroe Islands"" , ""Fiji"" , ""Finland"" , ""France"" , ""French Guiana"" , ""French Polynesia"" , ""French Southern Territories"" , ""Gabon"" , ""Gambia"" , ""Georgia"" , ""Germany"" , ""Ghana"" , ""Gibraltar"" , ""Greece"" , ""Greenland"" , ""Grenada"" , ""Guadeloupe"" , ""Guatemala"" , ""Guernsey"" , ""Guinea"" , ""Guinea-Bissau"" , ""Guyana"" , ""Haiti"" , ""Heard Island and McDonald Islands"" , ""Holy See (Vatican City State)"" , ""Honduras"" , ""Hungary"" , ""Iceland"" , ""India"" , ""Indonesia"" , ""Iran, Islamic Republic of"" , ""Iraq"" , ""Ireland"" , ""Isle of Man"" , ""Israel"" , ""Italy"" , ""Jamaica"" , ""Japan"" , ""Jersey"" , ""Jordan"" , ""Kazakhstan"" , ""Kenya"" , ""Kiribati"" , ""Korea, Democratic People’s Republic of"" , ""Korea, Republic of"" , ""Kuwait"" , ""Kyrgyzstan"" , ""Lao People’s Democratic Republic"" , ""Latvia"" , ""Lebanon"" , ""Lesotho"" , ""Liberia"" , ""Libyan Arab Jamahiriya"" , ""Liechtenstein"" , ""Lithuania"" , ""Luxembourg"" , ""Macao"" , ""Macedonia, the former Yugoslav Republic of"" , ""Madagascar"" , ""Malawi"" , ""Malaysia"" , ""Maldives"" , ""Mali"" , ""Malta"" , ""Martinique"" , ""Mauritania"" , ""Mauritius"" , ""Mayotte"" , ""Mexico"" , ""Moldova, Republic of"" , ""Monaco"" , ""Mongolia"" , ""Montenegro"" , ""Montserrat"" , ""Morocco"" , ""Mozambique"" , ""Myanmar"" , ""Namibia"" , ""Nauru"" , ""Nepal"" , ""Netherlands"" , ""New Caledonia"" , ""New Zealand"" , ""Nicaragua"" , ""Niger"" , ""Nigeria"" , ""Niue"" , ""Norfolk Island"" , ""Norway"" , ""Oman"" , ""Pakistan"" , ""Palestine"" , ""Panama"" , ""Papua New Guinea"" , ""Paraguay"" , ""Peru"" , ""Philippines"" , ""Pitcairn"" , ""Poland"" , ""Portugal"" , ""Qatar"" , ""Reunion"" , ""Romania"" , ""Russian Federation"" , ""Rwanda"" , ""Saint Barthélemy"" , ""Saint Helena, Ascension and Tristan da Cunha"" , ""Saint Kitts and Nevis"" , ""Saint Lucia"" , ""Saint Martin (French part)"" , ""Saint Pierre and Miquelon"" , ""Saint Vincent and the Grenadines"" , ""Samoa"" , ""San Marino"" , ""Sao Tome and Principe"" , ""Saudi Arabia"" , ""Senegal"" , ""Serbia"" , ""Seychelles"" , ""Sierra Leone"" , ""Singapore"" , ""Sint Maarten (Dutch part)"" , ""Slovakia"" , ""Slovenia"" , ""Solomon Islands"" , ""Somalia"" , ""South Africa"" , ""South Georgia and the South Sandwich Islands"" , ""South Sudan"" , ""Spain"" , ""Sri Lanka"" , ""Sudan"" , ""Suriname"" , ""Svalbard and Jan Mayen"" , ""Swaziland"" , ""Sweden"" , ""Switzerland"" , ""Syrian Arab Republic"" , ""Taiwan"" , ""Tajikistan"" , ""Tanzania, United Republic of"" , ""Thailand"" , ""Timor-Leste"" , ""Togo"" , ""Tokelau"" , ""Tonga"" , ""Trinidad and Tobago"" , ""Tunisia"" , ""Turkey"" , ""Turkmenistan"" , ""Turks and Caicos Islands"" , ""Tuvalu"" , ""Uganda"" , ""Ukraine"" , ""United Arab Emirates"" , ""United Kingdom"" , ""United States"" , ""Uruguay"" , ""Uzbekistan"" , ""Vanuatu"" , ""Venezuela, Bolivarian Republic of"" , ""Vietnam"" , ""Virgin Islands, British"" , ""Wallis and Futuna"" , ""Western Sahara"" , ""Yemen"" , ""Zambia"" , ""Zimbabwe"" ]",--,null,picklist,FALSE,TRUE
External Referrer,FinServ__ReferredByContact__pc,TRUE,--,"[ ""Contact"" ]",FinServ__ReferredByContact__pr,reference,FALSE,TRUE
Internal Referrer,FinServ__ReferredByUser__pc,TRUE,--,"[ ""User"" ]",FinServ__ReferredByUser__pr,reference,FALSE,TRUE
Referrer Score,FinServ__ReferrerScore__pc,TRUE,--,--,null,double,FALSE,TRUE
Secondary Citizenship,FinServ__SecondaryCitizenship__pc,TRUE,"[ ""Afghanistan"" , ""Aland Islands"" , ""Albania"" , ""Algeria"" , ""Andorra"" , ""Angola"" , ""Anguilla"" , ""Antarctica"" , ""Antigua and Barbuda"" , ""Argentina"" , ""Armenia"" , ""Aruba"" , ""Australia"" , ""Austria"" , ""Azerbaijan"" , ""Bahamas"" , ""Bahrain"" , ""Bangladesh"" , ""Barbados"" , ""Belarus"" , ""Belgium"" , ""Belize"" , ""Benin"" , ""Bermuda"" , ""Bhutan"" , ""Bolivia, Plurinational State of"" , ""Bonaire, Sint Eustatius and Saba"" , ""Bosnia and Herzegovina"" , ""Botswana"" , ""Bouvet Island"" , ""Brazil"" , ""British Indian Ocean Territory"" , ""Brunei Darussalam"" , ""Bulgaria"" , ""Burkina Faso"" , ""Burundi"" , ""Cambodia"" , ""Cameroon"" , ""Canada"" , ""Cape Verde"" , ""Cayman Islands"" , ""Central African Republic"" , ""Chad"" , ""Chile"" , ""China"" , ""Christmas Island"" , ""Cocos (Keeling) Islands"" , ""Colombia"" , ""Comoros"" , ""Congo"" , ""Congo, the Democratic Republic of the"" , ""Cook Islands"" , ""Costa Rica"" , ""Cote d’Ivoire"" , ""Croatia"" , ""Cuba"" , ""Curaçao"" , ""Cyprus"" , ""Czech Republic"" , ""Denmark"" , ""Djibouti"" , ""Dominica"" , ""Dominican Republic"" , ""Ecuador"" , ""Egypt"" , ""El Salvador"" , ""Equatorial Guinea"" , ""Eritrea"" , ""Estonia"" , ""Ethiopia"" , ""Falkland Islands (Malvinas)"" , ""Faroe Islands"" , ""Fiji"" , ""Finland"" , ""France"" , ""French Guiana"" , ""French Polynesia"" , ""French Southern Territories"" , ""Gabon"" , ""Gambia"" , ""Georgia"" , ""Germany"" , ""Ghana"" , ""Gibraltar"" , ""Greece"" , ""Greenland"" , ""Grenada"" , ""Guadeloupe"" , ""Guatemala"" , ""Guernsey"" , ""Guinea"" , ""Guinea-Bissau"" , ""Guyana"" , ""Haiti"" , ""Heard Island and McDonald Islands"" , ""Holy See (Vatican City State)"" , ""Honduras"" , ""Hungary"" , ""Iceland"" , ""India"" , ""Indonesia"" , ""Iran, Islamic Republic of"" , ""Iraq"" , ""Ireland"" , ""Isle of Man"" , ""Israel"" , ""Italy"" , ""Jamaica"" , ""Japan"" , ""Jersey"" , ""Jordan"" , ""Kazakhstan"" , ""Kenya"" , ""Kiribati"" , ""Korea, Democratic People’s Republic of"" , ""Korea, Republic of"" , ""Kuwait"" , ""Kyrgyzstan"" , ""Lao People’s Democratic Republic"" , ""Latvia"" , ""Lebanon"" , ""Lesotho"" , ""Liberia"" , ""Libyan Arab Jamahiriya"" , ""Liechtenstein"" , ""Lithuania"" , ""Luxembourg"" , ""Macao"" , ""Macedonia, the former Yugoslav Republic of"" , ""Madagascar"" , ""Malawi"" , ""Malaysia"" , ""Maldives"" , ""Mali"" , ""Malta"" , ""Martinique"" , ""Mauritania"" , ""Mauritius"" , ""Mayotte"" , ""Mexico"" , ""Moldova, Republic of"" , ""Monaco"" , ""Mongolia"" , ""Montenegro"" , ""Montserrat"" , ""Morocco"" , ""Mozambique"" , ""Myanmar"" , ""Namibia"" , ""Nauru"" , ""Nepal"" , ""Netherlands"" , ""New Caledonia"" , ""New Zealand"" , ""Nicaragua"" , ""Niger"" , ""Nigeria"" , ""Niue"" , ""Norfolk Island"" , ""Norway"" , ""Oman"" , ""Pakistan"" , ""Palestine"" , ""Panama"" , ""Papua New Guinea"" , ""Paraguay"" , ""Peru"" , ""Philippines"" , ""Pitcairn"" , ""Poland"" , ""Portugal"" , ""Qatar"" , ""Reunion"" , ""Romania"" , ""Russian Federation"" , ""Rwanda"" , ""Saint Barthélemy"" , ""Saint Helena, Ascension and Tristan da Cunha"" , ""Saint Kitts and Nevis"" , ""Saint Lucia"" , ""Saint Martin (French part)"" , ""Saint Pierre and Miquelon"" , ""Saint Vincent and the Grenadines"" , ""Samoa"" , ""San Marino"" , ""Sao Tome and Principe"" , ""Saudi Arabia"" , ""Senegal"" , ""Serbia"" , ""Seychelles"" , ""Sierra Leone"" , ""Singapore"" , ""Sint Maarten (Dutch part)"" , ""Slovakia"" , ""Slovenia"" , ""Solomon Islands"" , ""Somalia"" , ""South Africa"" , ""South Georgia and the South Sandwich Islands"" , ""South Sudan"" , ""Spain"" , ""Sri Lanka"" , ""Sudan"" , ""Suriname"" , ""Svalbard and Jan Mayen"" , ""Swaziland"" , ""Sweden"" , ""Switzerland"" , ""Syrian Arab Republic"" , ""Taiwan"" , ""Tajikistan"" , ""Tanzania, United Republic of"" , ""Thailand"" , ""Timor-Leste"" , ""Togo"" , ""Tokelau"" , ""Tonga"" , ""Trinidad and Tobago"" , ""Tunisia"" , ""Turkey"" , ""Turkmenistan"" , ""Turks and Caicos Islands"" , ""Tuvalu"" , ""Uganda"" , ""Ukraine"" , ""United Arab Emirates"" , ""United Kingdom"" , ""United States"" , ""Uruguay"" , ""Uzbekistan"" , ""Vanuatu"" , ""Venezuela, Bolivarian Republic of"" , ""Vietnam"" , ""Virgin Islands, British"" , ""Wallis and Futuna"" , ""Western Sahara"" , ""Yemen"" , ""Zambia"" , ""Zimbabwe"" ]",--,null,picklist,FALSE,TRUE
" ToolSet v0.7.0 Copyright © 2015 salesforce.com, inc. All rights reserved ",,,,,,,,
